city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
sj,2003,20,2003-05-14,0.01485,-0.0432,0.168757,0.172543,10.86,299.577143,299.728571,294.601429,301.5,297.7,7.7,74.23,10.86,15.93,2.714286,26.9,6.828571,31.1,22.8,7
sj,2003,21,2003-05-21,0.142294,0.0041,0.152614,0.124357,60.93,299.634286,299.707143,295.184286,301.5,298,13.76,76.704286,60.93,16.572857,2.328571,27.057143,6.771429,31.1,22.8,10.1
sj,2003,22,2003-05-28,-0.0457,-0.007567,0.195914,0.178057,111.7,299.508571,299.685714,296.017143,301.8,297,28.3,81.291429,111.7,17.424286,2.4,27.757143,6.757143,32.2,22.8,22.9
sj,2003,23,2003-06-04,0.142294,0.062767,0.197457,0.175,9.1,300.091429,300.335714,295.555714,302.4,298.2,1.6,76.334286,9.1,16.901429,2.728571,27.971429,7.385714,32.2,22.8,3.3
sj,2003,24,2003-06-11,0.050633,0.055875,0.10935,0.098714,18.25,299.752857,299.842857,295.397143,301.6,297.8,20.1,77.141429,18.25,16.758571,2.714286,27.4,6.657143,31.1,22.8,33.8
sj,2003,25,2003-06-18,0.0675,0.0484,0.173043,0.136986,39.21,299.885714,300.014286,295.631429,301.6,297.9,21.81,77.731429,39.21,17.022857,2.457143,27.471429,5.585714,30.6,23.9,36.6
sj,2003,26,2003-06-25,-0.1798,-0.05245,0.118271,0.159729,17.92,299.911429,300.142857,296.352857,301.9,298.5,18.4,80.98,17.92,17.754286,2.4,28.028571,6.042857,32.2,24.4,0.6
sj,2003,27,2003-07-02,-0.0853,0.02575,0.208386,0.208557,0,300.355714,300.5,296.362857,302,298.4,5.8,78.928571,0,17.744286,2.542857,28.642857,6.1,32.8,24.4,13
sj,2003,28,2003-07-09,0.142294,0.296,0.191686,0.175,10.83,299.927143,299.957143,296.1,301.8,298.1,44.04,79.658571,10.83,17.487143,2.542857,28.042857,6.185714,31.7,23.9,17.9
sj,2003,29,2003-07-16,-0.05675,-0.112667,0.224871,0.1869,62.57,300.154286,300.342857,296.315714,301.7,298.4,21.9,79.744286,62.57,17.724286,1.914286,27.471429,5.885714,31.7,21.7,43
sj,2003,30,2003-07-23,0.1045,0.0661,0.161857,0.156171,0,300.501429,300.485714,296.292857,302.6,298.2,13.4,77.8,0,17.658571,2.8,28.142857,6.114286,32.8,23.3,8
sj,2003,31,2003-07-30,0.04995,-0.03565,0.158033,0.192,41.92,300.13,300.3,296.894286,301.8,298.9,46.9,82.601429,41.92,18.338571,1.828571,27.871429,5.557143,31.7,24.4,48.9
sj,2003,32,2003-08-06,0.0785,0.036333,0.207786,0.210671,28,300.38,300.571429,296.79,302.1,298.8,22.5,80.84,28,18.215714,2.257143,28.071429,5.8,31.7,25,8.2
sj,2003,33,2003-08-13,0.0348,0.0317,0.222571,0.203986,11.37,300.512857,300.578571,296.69,302.5,298.8,29.1,79.788571,11.37,18.145714,2.557143,27.928571,5.871429,32.2,24.4,17
sj,2003,34,2003-08-20,0.0726,0.0519,0.161729,0.157814,42.46,300.774286,300.792857,296.611429,302.8,298.9,31,78.254286,42.46,18.061429,2.785714,28.142857,6.928571,32.2,23.9,25.7
sj,2003,35,2003-08-27,0.142294,0.1,0.204371,0.160357,98.68,300.668571,300.728571,297.048571,302.8,298.7,50.86,80.797143,98.68,18.571429,2.542857,27.914286,6.457143,31.7,23.3,69.6
sj,2003,36,2003-09-03,0.142294,0.130553,0.203629,0.240929,86.4,300.631429,300.75,297.418571,302.7,298.7,63,82.784286,86.4,18.968571,2.185714,27.685714,6.071429,31.7,24.4,29.8
sj,2003,37,2003-09-10,0.09445,-0.01352,0.2407,0.241929,16.81,300.967143,301.228571,297.108571,303.7,299,12.5,79.704286,16.81,18.635714,3.142857,28.728571,6.328571,34.4,25,20.9
sj,2003,38,2003-09-17,-0.0939,0.086425,0.2489,0.224743,38.7,301.142857,301.4,296.775714,304.3,298.8,13.9,77.367143,38.7,18.298571,3.457143,28.871429,6.485714,34.4,25,2.3
sj,2003,39,2003-09-24,-0.0874,0.09725,0.254571,0.211914,99.61,300.791429,300.914286,297.12,303.3,298.7,26.59,80.53,99.61,18.678571,2.714286,28.042857,7.442857,33.9,22.2,76.5
sj,2003,40,2003-10-01,0.142294,0.0151,0.217486,0.208814,78.94,301.194286,301.407143,297.267143,303.5,299.5,11,79.355714,78.94,18.824286,2.9,28.6,6.185714,32.2,25,9.9
sj,2003,41,2003-10-08,0.0204,0.03275,0.163443,0.110371,0.61,300.932857,301.1,296.384286,303.2,299.2,6.3,76.435714,0.61,17.884286,2.857143,28.1,6.042857,31.7,24.4,0.8
sj,2003,42,2003-10-15,0.0161,0.0371,0.2434,0.267729,118.5,300.678571,300.828571,296.94,302.9,298.3,97.7,80.25,118.5,18.485714,2.514286,27.128571,6.685714,32.2,22.8,61
sj,2003,43,2003-10-22,-0.0416,0.0553,0.169929,0.128171,20.44,301.09,301.157143,296.79,302.9,299,10.7,77.531429,20.44,18.301429,2.857143,28.028571,7,32.8,23.9,10.9
sj,2003,44,2003-10-29,0.0892,0.00035,0.09465,0.088114,96.7,300.952857,301.114286,296.651429,303.4,298.6,17.08,77.561429,96.7,18.157143,2.8,27.8,6.928571,33.3,23.9,11
sj,2003,45,2003-11-05,0.142294,0.1635,0.137717,0.1248,79.96,300.162857,300.235714,296,302.7,297.5,35.9,78.08,79.96,17.47,3.271429,27.371429,7.185714,32.8,22.2,62.4
sj,2003,46,2003-11-12,0.06925,0.055375,0.065486,0.074886,97.28,300.054286,300.05,296.665714,301.7,298.3,92.1,81.825714,97.28,18.16,2.3,27.157143,6.857143,31.7,22.8,74.7
sj,2003,47,2003-11-19,-0.21795,0.015,0.128143,0.135014,390.6,299.072857,299.15,296.831429,300.7,297.7,181.74,87.575714,390.6,18.37,1.985714,26.3,4.685714,31.7,23.9,133.2
sj,2003,48,2003-11-26,-0.07015,-0.037775,0.236943,0.208457,16.2,298.814286,298.907143,295.76,301,297.2,38.7,83.41,16.2,17.227143,2.357143,25.971429,6.114286,30.6,22.8,54.2
sj,2003,49,2003-12-03,-0.00305,0.0534,0.127567,0.117486,0,299.107143,299.242857,294.808571,300.7,297.4,10.26,77.308571,0,16.204286,1.942857,26.185714,5.614286,29.4,21.7,2.1
sj,2003,50,2003-12-10,-0.1476,-0.1538,0.161683,0.107771,182.81,299.174286,299.185714,295.031429,301.5,297.5,50.6,78.232857,182.81,16.468571,2.142857,25.642857,5.014286,29.4,22.2,82.8
sj,2003,51,2003-12-17,-0.037533,-0.0526,0.290567,0.197743,0,298.555714,298.607143,294.992857,300.5,296.9,12.28,80.797143,0,16.39,2.157143,25.842857,5.414286,29.4,22.2,11
sj,2003,52,2003-12-24,0.02085,-0.0398,0.158137,0.147944,1.96,299.044286,299.178571,295.025714,300.8,297.2,9.14,78.688571,1.96,16.375714,2.7,26.014286,6.5,30,21.1,12
sj,2004,1,2004-01-01,-0.2683,-0.1237,0.223757,0.176543,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636
sj,2004,2,2004-01-08,-0.0731,0.0172,0.214729,0.222443,0,297.648571,297.571429,292.374286,299.3,296.1,20.7,72.577143,0,13.881429,2.028571,24.385714,5.557143,27.8,20.6,15.6
sj,2004,3,2004-01-15,0.142294,0.0026,0.2821,0.2899,36.07,297.8,297.971429,293.895714,299.5,296.5,20.2,78.942857,36.07,15.257143,2.171429,24.342857,5.957143,28.3,20,23.7
sj,2004,4,2004-01-22,-0.18635,-0.178625,-0.015533,0.01025,0,297.728571,298.107143,293.665714,300.2,295.7,1.1,78.264286,0,15.061429,3.042857,24.528571,6.1,27.8,20.6,10.2
sj,2004,5,2004-01-29,-0.0535,-0.108,0.236257,0.280414,0,297.56,297.6,292.878571,300,295.8,2,75.422857,0,14.39,2.457143,24.628571,6.2,28.9,20,1.8
sj,2004,6,2004-02-05,0.142294,-0.0489,0.252843,0.216986,0,297.971429,298.25,293.537143,300.8,295.6,3.8,76.522857,0,14.941429,2.842857,24.985714,7.928571,31.1,19.4,4.6
sj,2004,7,2004-02-12,-0.0423,0.0231,0.246386,0.192557,0,298.325714,298.507143,293.518571,299.8,297.3,3.04,74.65,0,14.874286,1.985714,24.885714,6.728571,28.9,20,15
sj,2004,8,2004-02-19,-0.1567,-0.0768,0.153843,0.1494,0,298.288571,298.571429,293.27,300.1,297.2,1.7,73.791429,0,14.652857,2.457143,25.2,6.942857,29.4,20.6,11.4
sj,2004,9,2004-02-26,0.057167,0.052025,0.139,0.158443,0,297.534286,297.957143,293.618571,300.6,295.8,19.92,79.027143,0,15.004286,2.628571,24.185714,6.728571,28.3,19.4,19.3
sj,2004,10,2004-03-04,-0.0638,0.0905,0.2206,0.235771,0,297.824286,298.057143,293.645714,301.2,296,16.2,77.761429,0,15.065714,2.685714,25.157143,7.214286,31.1,20.6,15.8
sj,2004,11,2004-03-11,-0.0505,0.02825,0.1867,0.1538,0,297.504286,297.628571,292.185714,300,296,6.27,72.305714,0,13.671429,2.228571,25.428571,5.957143,30.6,21.1,2.5
sj,2004,12,2004-03-18,0.142294,0.130553,0.028343,0.0116,0,298.254286,298.428571,294.251429,300.3,296,13.81,78.547143,0,15.591429,2.571429,25.914286,6.642857,31.1,20.6,12.2
sj,2004,13,2004-03-25,-0.40625,0.073433,0.1199,0.132267,0,298.32,298.6,293.961429,300.1,297.3,11.1,76.871429,0,15.338571,2.285714,25.557143,6.728571,30,21.1,3
sj,2004,14,2004-04-01,0.142294,0.023175,0.147629,0.158386,28.35,296.894286,296.921429,293.281429,299.9,294.3,81.1,80.365714,28.35,14.721429,2.414286,24.7,6.028571,28.9,20.6,60.7
sj,2004,15,2004-04-08,0.4934,0.1412,0.354343,0.274086,0,297.758571,298.085714,293.322857,300.9,295.6,11,76.445714,0,14.755714,3.2,25.4,7.385714,31.1,20.6,5.6
sj,2004,16,2004-04-15,0.0061,0.0162,0.196729,0.182086,5.75,298.694286,298.907143,294.332857,301.1,296.6,2.6,77.06,5.75,15.748571,3.1,25.957143,6.085714,29.4,22.8,31.5
sj,2004,17,2004-04-22,0.142294,-0.04705,0.212557,0.272029,23.59,298.66,298.871429,293.182857,300.7,297.2,13.8,71.954286,23.59,14.662857,2.571429,25.842857,6.185714,29.4,21.7,5.6
sj,2004,18,2004-04-29,0.142294,-0.089767,0.0633,0.155383,75.28,299.064286,299.328571,295.048571,301.4,297.5,11.86,78.602857,75.28,16.42,2.514286,26.157143,5.714286,30,22.8,23.4
sj,2004,19,2004-05-06,0.142294,0.130553,0.09315,0.118133,9.57,299.09,299.207143,294.38,301.1,297.3,20.56,75.385714,9.57,15.75,2.3,26.271429,6.271429,30.6,22.2,30.2
sj,2004,20,2004-05-13,-0.0904,0.118525,0.107633,0.21006,15.78,298.765714,298.914286,295.37,301.3,297.2,36.9,81.711429,15.78,16.73,2.657143,26.728571,5.528571,31.1,22.8,18.1
sj,2004,21,2004-05-20,0.052867,0.060167,0.115643,0.129786,96.99,298.121429,298.114286,295.154286,300,296.5,79,83.832857,96.99,16.521429,1.771429,26.042857,4.671429,29.4,22.8,53.6
sj,2004,22,2004-05-27,-0.025633,-0.008067,0.159114,0.1588,175.41,298.365714,298.457143,295.347143,300.4,297.2,90.2,83.55,175.41,16.74,2,24.814286,4.914286,28.9,21.7,145.8
sj,2004,23,2004-06-03,-0.07055,-0.02854,0.081586,0.113243,13.51,300.054286,300.207143,296.445714,302.2,298.2,5.36,80.914286,13.51,17.881429,2.9,27.957143,7.542857,33.3,22.8,4.6
sj,2004,24,2004-06-10,0.0218,-0.0441,0.1412,0.178243,6.12,299.817143,299.757143,296.101429,301.5,298,30.07,80.177143,6.12,17.475714,2.314286,28.042857,6.342857,31.7,23.9,17.6
sj,2004,25,2004-06-17,0.017425,0.07494,0.146657,0.133743,13.07,300.037143,300.135714,296.588571,302.5,297.8,20,81.561429,13.07,17.984286,3.242857,28.328571,7.128571,33.3,22.8,81.5
sj,2004,26,2004-06-24,0.0101,-0.00385,0.183771,0.170214,41.41,300.537143,300.642857,296.415714,302.5,297.9,17,78.297143,41.41,17.794286,2.857143,28.228571,6.271429,32.2,23.9,8.9
sj,2004,27,2004-07-01,0.142294,0.0083,0.151571,0.144743,28.37,300.644286,300.678571,296.557143,302.5,298.4,32.2,78.481429,28.37,17.951429,2.614286,28.342857,6.185714,32.2,23.3,67.6
sj,2004,28,2004-07-08,-0.0267,-0.011733,0.168329,0.175114,39.05,300.258571,300.257143,296.33,301.9,298.6,43.83,79.181429,39.05,17.728571,2.571429,27.828571,6.428571,31.1,23.3,76.5
sj,2004,29,2004-07-15,-0.0529,-0.101,0.185314,0.149843,59.15,300.575714,300.671429,296.797143,302.4,299,15.8,79.995714,59.15,18.252857,2.2,28.242857,5.242857,31.7,25,16
sj,2004,30,2004-07-22,0.0674,0.089833,0.174829,0.148743,23.74,300.401429,300.4,296.095714,302.3,298.4,31.21,77.498571,23.74,17.51,2.685714,28.014286,6.528571,31.7,23.9,26.2
sj,2004,31,2004-07-29,-0.0117,-0.054433,0.190529,0.1573,40.86,300.234286,300.285714,296.822857,302.1,298.5,31.51,81.807143,40.86,18.307143,2.571429,28.042857,6.371429,31.7,23.9,44
sj,2004,32,2004-08-05,0.0058,0.0327,0.1741,0.183814,35.99,300.588571,300.642857,296.6,302.7,298.4,24.6,79.025714,35.99,18.052857,2.971429,28.528571,6.585714,32.2,24.4,12.8
sj,2004,33,2004-08-12,0.0374,0.1084,0.1253,0.177414,20.92,300.995714,301.2,296.4,302.9,299.2,14.1,76.171429,20.92,17.818571,2.657143,28.942857,7.228571,33.9,24.4,10.5
sj,2004,34,2004-08-19,-0.0164,-0.021875,0.1816,0.1706,37.3,300.794286,300.85,297.268571,302.6,298.6,44.4,81.264286,37.3,18.774286,2.585714,29,6.314286,32.2,24.4,28.3
sj,2004,35,2004-08-26,0.0996,0.0633,0.100657,0.109429,20.3,300.912857,301.05,297.054286,302.6,298.7,13.5,79.684286,20.3,18.531429,2.642857,29.057143,6.485714,33.3,25,20.6
sj,2004,36,2004-09-02,0.0414,0.0498,0.163129,0.1992,62.61,300.861429,300.9,296.39,302.6,298.9,25.37,76.711429,62.61,17.822857,2.628571,28.614286,7.057143,32.8,24.4,23.8
sj,2004,37,2004-09-09,0.1076,0.074925,0.105914,0.095986,42.51,300.958571,301,297.15,302.8,299.3,33.4,79.865714,42.51,18.717143,2.342857,28.985714,6.971429,33.9,25,20.6
sj,2004,38,2004-09-16,0.04015,0.130553,0.094871,0.139443,52.29,301.1,301.257143,297.304286,303.3,299.3,16,80.032857,52.29,18.904286,2.428571,28.642857,6.114286,32.2,24.4,32.8
sj,2004,39,2004-09-23,0.142294,-0.06745,0.225257,0.2332,245.73,299.798571,299.957143,297.081429,302.9,297.7,254.95,85.33,245.73,18.645714,2.542857,27.228571,6.057143,33.9,23.3,158.2
sj,2004,40,2004-09-30,0.033475,0.007625,0.24358,0.178633,10.06,301.028571,301.207143,296.478571,303.6,298.7,8.57,76.471429,10.06,17.964286,3.671429,29.142857,8.085714,34.4,24.4,21.8
sj,2004,41,2004-10-07,-0.0168,0.025267,0.090471,0.058367,34.73,300.68,300.678571,296.584286,302.5,298.9,35.7,78.477143,34.73,18.072857,2.557143,28.285714,6.214286,31.7,24.4,24.4
sj,2004,42,2004-10-14,0.142294,0.09375,0.236029,0.213871,83.2,300.508571,300.678571,296.864286,303.4,298.6,41.4,80.665714,83.2,18.402857,3.157143,28.128571,6.185714,32.2,23.9,41.4
sj,2004,43,2004-10-21,0.0969,0.074633,0.082117,0.0797,10.82,300.647143,300.807143,296.221429,302.7,299.2,18,76.922857,10.82,17.695714,2.442857,28.285714,6.728571,32.2,23.9,15.1
sj,2004,44,2004-10-28,0.0802,0.088,0.096,0.118229,96.72,299.892857,300.157143,296.26,302.4,298.6,25.2,80.655714,96.72,17.764286,2.371429,27.5,5.642857,31.7,23.9,34.1
sj,2004,45,2004-11-04,0.1337,0.1288,0.24505,0.191114,105.49,299.67,299.9,295.375714,301.8,298.2,31.2,77.532857,105.49,16.818571,2.4,27.057143,6.528571,30.6,22.8,109
sj,2004,46,2004-11-11,0.0199,-0.00135,0.039,0.064771,18.75,299.921429,299.971429,295.598571,302.1,298.3,24.5,77.311429,18.75,17.038571,2.4,27.242857,6.357143,31.1,23.9,7.7
sj,2004,47,2004-11-18,0.3274,-0.0064,0.222486,0.136471,122.87,298.547143,298.557143,295.557143,300.4,296.9,145.8,83.628571,122.87,17.007143,1.857143,26.328571,4.628571,28.9,23.3,70.7
sj,2004,48,2004-11-25,0.0435,-0.0607,0.195157,0.242771,18.37,298.43,298.457143,293.455714,300,297,24.9,74.302857,18.37,14.921429,1.971429,26.328571,4.9,29.4,23.3,26.9
sj,2004,49,2004-12-02,-0.1613,-0.08855,0.210871,0.273143,0,298.791429,298.9,293.74,300.3,297.6,2.71,73.757143,0,15.162857,2.114286,25.642857,6.442857,28.9,21.1,7.7
sj,2004,50,2004-12-09,-0.0039,-0.0262,0.208317,0.17965,0,298.164286,298.364286,293.274286,300.2,296.1,2.8,74.325714,0,14.708571,2.357143,25.157143,6.314286,28.9,20.6,10.4
sj,2004,51,2004-12-16,-0.15165,-0.0214,0.182817,0.134257,5.54,298.802857,298.95,295.252857,300.8,297.5,29.32,80.888571,5.54,16.621429,2.242857,26.271429,5.628571,30.6,22.8,30.6
sj,2004,52,2004-12-23,-0.1261,-0.062967,0.199486,0.14035,150.31,298.682857,298.871429,295.741429,300.9,296.9,41.3,83.952857,150.31,17.148571,2.057143,26.242857,5.714286,30,22.8,55.7
sj,2005,53,2005-01-01,0.142294,0.130553,0.203783,0.202305,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636
sj,2005,1,2005-01-08,0.0079,-0.049633,0.124657,0.100443,0,297.587143,297.664286,292.771429,299.5,296.1,21.68,74.778571,0,14.261429,1.957143,24.985714,4.9,28.3,21.1,23.8
sj,2005,2,2005-01-15,0.02435,-0.019275,0.133543,0.127243,0,297.6,297.614286,293.667143,298.9,296.2,43.1,78.798571,0,15.042857,1.914286,25.2,5.385714,28.3,22.2,55.6
sj,2005,3,2005-01-22,-0.111833,-0.07645,0.2029,0.223357,14.67,297.395714,297.557143,294.308571,299.4,295.8,76.36,83.055714,14.67,15.671429,1.914286,25.228571,4.914286,28.3,21.7,32.4
sj,2005,4,2005-01-29,-0.0479,0.0431,0.1743,0.145643,15.2,296.535714,296.614286,292.512857,299,294.8,31.85,78.538571,15.2,14.091429,2.657143,23.757143,6.328571,28.3,17.8,34
sj,2005,5,2005-02-05,0.0442,-0.0758,0.2056,0.178143,0,296.152857,296.171429,292.2,297.8,294.3,31.8,78.64,0,13.77,1.971429,23.714286,4.528571,27.8,19.4,5.4
sj,2005,6,2005-02-12,-0.08175,-0.03735,0.297657,0.310257,0,296.101429,296.171429,290.467143,299.5,293.3,6.4,70.795714,0,12.362857,3.114286,23.314286,5.985714,26.7,19.4,10.1
sj,2005,7,2005-02-19,0.142294,0.093,0.175657,0.184286,0,296.352857,296.4,291.037143,298.7,293.4,5.3,72.245714,0,12.807143,3.085714,23.414286,6.228571,26.7,18.9,4.6
sj,2005,8,2005-02-26,0.1083,-0.04855,0.190871,0.196971,0,296.48,296.55,291.584286,298,295,10.1,74.191429,0,13.241429,2.157143,24.485714,4.614286,27.2,21.7,2.1
sj,2005,9,2005-03-05,-0.103667,-0.041133,0.1607,0.109767,0,297.271429,297.45,293.274286,300.3,295.5,5.92,78.667143,0,14.75,2.957143,25.028571,7.128571,30.6,20,5.3
sj,2005,10,2005-03-12,0.142294,0.0781,0.243457,0.252157,3.93,298.061429,298.221429,293.77,301.4,295.5,3.3,77.392857,3.93,15.204286,4.357143,26.014286,7.7,31.1,20,0
sj,2005,11,2005-03-19,0.0644,0.01095,0.193743,0.244171,0,297.851429,297.914286,292.785714,301.6,294.8,0.3,73.585714,0,14.282857,4.257143,25.842857,8.414286,33.3,20,0
sj,2005,12,2005-03-26,-0.044,-0.0753,0.160929,0.207971,0,298.247143,298.5,293.217143,301.2,295.6,0.2,73.867143,0,14.668571,3.914286,26.4,8.514286,32.8,20,0
sj,2005,13,2005-04-02,0.142294,-0.0987,0.1752,0.148229,0,299.072857,299.314286,294.444286,301,297.3,0.2,75.737143,0,15.782857,2.8,27.485714,8.671429,33.3,22.2,0
sj,2005,14,2005-04-09,0.0045,-0.00048,0.123317,0.155783,13.44,299.107143,299.364286,294.928571,301.5,297.4,8,78.002857,13.44,16.304286,3.014286,27.3,7.485714,33.3,22.2,7.4
sj,2005,15,2005-04-16,-0.1235,-0.1235,0.152583,0.121086,33.69,299.19,299.378571,294.947143,301.9,296.8,23.7,77.65,33.69,16.315714,3.385714,27.4,8.157143,32.8,22.8,21.1
sj,2005,16,2005-04-23,0.016833,0.005433,0.093283,0.109217,42.88,300.012857,300.107143,295.648571,302.7,297.1,3.6,77.242857,42.88,17.055714,3.728571,28.171429,8.414286,33.9,22.2,97.3
sj,2005,17,2005-04-30,-0.09295,0.130553,0.101233,0.106,234.13,298.917143,299.021429,295.538571,301.6,296.4,98.5,81.751429,234.13,16.964286,3.585714,26.785714,6.885714,32.8,22.8,207.5
sj,2005,18,2005-05-07,-0.1362,-0.2498,0.2218,0.211371,0,299.54,299.564286,295.554286,301.9,297.5,11,78.907143,0,16.962857,2.757143,27.371429,5.7,31.7,23.3,48.2
sj,2005,19,2005-05-14,0.063133,0.082275,0.130267,0.095017,38.66,299.948571,299.942857,295.3,301.8,297.9,10.11,75.698571,38.66,16.672857,2.914286,27.3,6.228571,31.7,23.3,11.4
sj,2005,20,2005-05-21,0.142294,0.0481,0.071071,0.048471,102.56,299.065714,298.985714,296.075714,301.6,296.8,96,83.762857,102.56,17.532857,2.514286,26.271429,5.957143,30.6,22.2,110.9
sj,2005,21,2005-05-28,0.0476,0.06735,0.0966,0.087314,156.94,299.805714,300.035714,296.9,303,297.1,145.7,84.335714,156.94,18.485714,3.071429,28.385714,6.657143,35,23.9,71.2
sj,2005,22,2005-06-04,-0.0143,-0.004475,0.1778,0.146757,84.78,300.84,300.878571,297.598571,303.4,298.7,14.59,82.63,84.78,19.207143,2.9,28.842857,6.342857,34.4,25,23.9
sj,2005,23,2005-06-11,0.0606,0.098833,0.188186,0.1763,32.02,301.117143,301.128571,296.688571,303,299.4,4.5,76.94,32.02,18.165714,2.571429,28.728571,5.957143,32.8,24.4,4.4
sj,2005,24,2005-06-18,0.0449,0.1177,0.121114,0.124214,97.46,299.981429,300.107143,296.544286,302.1,298.3,15.9,81.515714,97.46,18.028571,2.871429,27.514286,5.8,31.1,23.9,44.5
sj,2005,25,2005-06-25,0.142294,0.0634,0.209743,0.209929,8.36,301.337143,301.357143,297.458571,304,298.5,4.2,79.718571,8.36,19.041429,3.514286,30.028571,7.657143,34.4,25,0
sj,2005,26,2005-07-02,0.0892,0.07075,0.090129,0.094257,23.36,301.088571,301.078571,297.314286,302.8,298.9,28.59,80.012857,23.36,18.845714,2.585714,29.042857,6.814286,33.3,24.4,52.3
sj,2005,27,2005-07-09,0.0854,0.246675,0.171786,0.2381,42.06,301.281429,301.285714,297.364286,303.7,299.2,32.4,79.377143,42.06,18.885714,2.942857,29.028571,6.257143,33.9,25,34.8
sj,2005,28,2005-07-16,0.0514,0.051625,0.112257,0.137014,92.52,300.667143,300.621429,297,302.5,298.7,45.28,80.561429,92.52,18.508571,2.614286,28.442857,6.342857,32.8,24.4,52.8
sj,2005,29,2005-07-23,-0.0665,-0.021,0.235829,0.233343,39.49,300.871429,300.892857,296.981429,303.1,298.8,31.9,79.481429,39.49,18.481429,2.442857,28.385714,7.1,32.8,23.9,50.3
sj,2005,30,2005-07-30,-0.1087,-0.00945,0.256443,0.215371,64.25,300.852857,300.921429,297.58,302.9,298.7,34.3,82.408571,64.25,19.114286,2.728571,28.928571,6.171429,32.2,23.9,73.8
sj,2005,31,2005-08-06,-0.06475,-0.0267,0.1404,0.1212,80.34,301.158571,301.107143,297.291429,303,299.3,54.1,79.621429,80.34,18.831429,2.871429,28.942857,5.928571,33.3,25,41
sj,2005,32,2005-08-13,0.142294,0.02365,0.269129,0.191929,18.15,301.348571,301.378571,297.367143,303.5,299.2,11.93,79.252857,18.15,18.938571,2.985714,29.471429,6.971429,33.9,25.6,12.6
sj,2005,33,2005-08-20,0.0479,0.069675,0.086329,0.095871,29.86,301.465714,301.464286,297.188571,303.7,299.2,21.1,77.74,29.86,18.72,3.414286,29.328571,6.5,33.3,25.6,18.1
sj,2005,34,2005-08-27,-0.1224,0.051,0.105771,0.141871,99.02,301.178571,301.221429,296.692857,303.7,299.1,28.1,76.734286,99.02,18.174286,3.385714,27.928571,7.928571,33.3,22.8,31.7
sj,2005,35,2005-09-03,0.142294,-0.0073,0.11122,0.108586,77.05,301.291429,301.392857,297.287143,303.4,299.5,30,79.081429,77.05,18.867143,3.185714,28.085714,6.571429,32.2,22.2,104.4
sj,2005,36,2005-09-10,0.0022,-0.0271,0.205029,0.220233,23.3,301.465714,301.514286,296.642857,304.1,298.6,3.7,75.438571,23.3,18.157143,4.428571,28.857143,7.057143,33.9,24.4,8.9
sj,2005,37,2005-09-17,0.0073,0.0049,0.152343,0.145629,43.57,302.2,302.164286,297.795714,304.3,299.9,11.9,77.272857,43.57,19.44,3.385714,29.242857,7.557143,33.9,24.4,61
sj,2005,38,2005-09-24,0.0252,-0.059333,0.155429,0.178029,66.86,301.495714,301.514286,297,303.7,298.9,14.6,76.661429,66.86,18.505714,3.571429,28.585714,6.657143,32.2,24.4,15.1
sj,2005,39,2005-10-01,0.0012,-0.029867,0.180283,0.155733,36.86,301.114286,301.371429,297.128571,304,298.8,38.4,79.082857,36.86,18.704286,3.542857,28.628571,6.157143,32.2,25,19.8
sj,2005,40,2005-10-08,0.0488,0.0394,0.112557,0.077243,68.31,301.09,301.128571,296.957143,303.3,299.5,27.3,78.351429,68.31,18.498571,2.685714,28.014286,6.342857,32.8,23.3,18.6
sj,2005,41,2005-10-15,0.0419,0.027933,0.05515,0.042443,157.83,299.834286,300.014286,296.547143,303,297.9,60.4,82.264286,157.83,18.035714,2.542857,27.014286,7.228571,32.2,22.8,126.9
sj,2005,42,2005-10-22,0.02275,0.0278,0.240357,0.204343,112.16,300.624286,300.878571,297.327143,303.1,298,18.7,82.39,112.16,18.958571,2.928571,28.042857,6.442857,33.9,23.3,45.5
sj,2005,43,2005-10-29,-0.029975,0.051267,0.170557,0.162314,20.75,300.691429,300.707143,297.387143,303.1,298.7,70.3,82.422857,20.75,18.991429,2.442857,27.971429,7.071429,33.3,23.9,55.1
sj,2005,44,2005-11-05,0.075967,-0.0622,0.253514,0.201743,39.72,300.841429,300.942857,296.831429,302.9,298.9,26.26,78.97,39.72,18.34,2.571429,27.957143,7.4,32.8,23.9,57.2
sj,2005,45,2005-11-12,-0.00135,0.06455,0.202214,0.152071,27.22,300.664286,300.735714,296.748571,302.6,299,20.43,79.327143,27.22,18.228571,2.128571,27.871429,7.014286,32.8,23.3,32.5
